id,timestamp,user_id,session_id,ad_id,campaign_id,ad_format,device_type,browser,operating_system,country,click_position_x,click_position_y,time_on_page,page_url,referrer_url,cost_per_click,is_conversion,conversion_value
235,1750083737.0,b4cf7ca0-a07c-4bde-800b-0715590fcab7,36c70bf5-0a16-45a5-84da-e04e43cdf2ec,ad_6140,summer_sale_2025,native,desktop,edge,iOS,Latvia,94,720,74,http://gray.com/,http://bradford.org/,0.49,False,0.0
236,1750260981.0,0a63ad0c-081a-4c20-b23b-4dda82b891a5,49bfb00a-fecf-4f09-9fbe-107790ab5c0d,ad_9871,holiday_deals,interstitial,mobile,edge,Linux,Gabon,419,299,76,https://murray.com/,,3.18,False,0.0
237,1750600548.0,9630f8e1-ca54-4d20-82f9-b8beabe36df5,ba4b3bba-f199-4c23-882d-fa6f3708866a,ad_1886,tech_gadgets_promo,popup,desktop,chrome,Android,Heard Island and McDonald Islands,1341,198,79,https://duncan-smith.biz/,https://www.brown.com/,2.07,False,0.0
238,1751248575.0,dfdce78c-350c-4de4-9708-04fa34c6113a,265d3c68-8361-4b3a-88d0-afd14b50f0dd,ad_4635,mobile_app_install,interstitial,mobile,chrome,Linux,Saint Barthelemy,161,18,271,https://www.smith-chavez.com/,http://www.morgan.com/,0.53,False,0.0
239,1749911703.0,1fcdf582-9176-4cb6-af2a-2cfb727c3f7e,f5f0eafb-1f10-446e-8705-2908eddff663,ad_2108,food_delivery,banner,tablet,firefox,Android,Falkland Islands (Malvinas),819,288,234,https://norton.com/,,3.17,False,0.0
240,1751250034.0,63fc7e3f-894e-41f2-8a90-3e05005fdc62,1dba7dc3-feb9-4516-9e47-1e2c4330dbd2,ad_1162,travel_deals,native,desktop,firefox,Windows,Northern Mariana Islands,848,168,66,http://miller.com/,http://www.carter.com/,3.64,False,0.0
241,1751394749.0,69ee0525-0b56-4dba-9b58-79b10b317c90,45163f80-dcf1-4dac-bdc4-50ccfd70d23d,ad_3310,streaming_service,native,tablet,edge,Windows,Guinea,819,290,290,https://fritz.biz/,http://www.hunter.info/,0.49,False,0.0
242,1750585464.0,294d1d30-5127-4ba3-be59-5c087adfa3ad,5b228fb4-5e2c-4692-9a5d-d546abade7ed,ad_6821,streaming_service,banner,desktop,firefox,Android,Slovakia (Slovak Republic),707,100,278,https://www.anderson.biz/,,4.99,False,0.0
243,1749110406.0,a71c2766-1103-4924-833d-78b0752b1bf8,04b5c87d-9c6e-49a4-8f8a-a757f468c8d6,ad_2404,tech_gadgets_promo,banner,tablet,chrome,Windows,Vanuatu,881,175,245,http://www.mendez.com/,,3.2,False,0.0
244,1750851460.0,0cb7c5b7-2982-4468-88e9-0dd8d37af45e,2547ff63-d2dc-46b1-9cd2-191166f64182,ad_7600,mobile_app_install,native,tablet,safari,iOS,Kiribati,144,1079,141,http://www.cantrell.com/,https://www.green.com/,2.14,False,0.0
245,1749899231.0,ad31ee81-c062-4c22-8b03-d1d32846addf,fc916180-87ea-46aa-900f-0dbbb4cf807c,ad_2437,streaming_service,native,desktop,safari,macOS,Bulgaria,977,734,10,https://www.williams.info/,http://harris.org/,2.51,False,0.0
246,1749664827.0,acbb3649-144b-4593-a971-5c1ba772a8e3,ed821093-f70e-46e3-bbd3-5a7a82ca7c31,ad_1031,holiday_deals,popup,mobile,firefox,Linux,Estonia,482,58,9,https://miller.biz/,https://donovan-smith.com/,4.26,False,0.0
247,1750414161.0,a4e5d01b-4814-4b6d-8f51-2212736fa01c,a83f01d5-68fa-4c9c-bca9-5f2c40b66d9d,ad_6834,back_to_school,interstitial,desktop,safari,Linux,Oman,1703,463,174,https://silva.com/,,1.96,False,0.0
248,1750902264.0,2f5ecaa1-6d42-48b3-a711-5b8b6dd5ff63,3fbce263-c7d4-46e4-9fcf-18bba99f3310,ad_2805,back_to_school,banner,tablet,safari,Android,Liberia,1054,768,70,https://carter.com/,https://king.info/,0.38,False,0.0
249,1749619917.0,f763871b-0e74-4a0b-bb85-2a98ce5928e7,d32fe008-ba50-4345-8077-d6c72509fd1a,ad_7998,fitness_challenge,interstitial,tablet,opera,Windows,Kenya,1089,970,260,https://www.dorsey-davis.com/,http://www.martin.net/,3.85,False,0.0
250,1749606580.0,e4355b42-7bdc-4970-889f-a9ffe8fe8a18,a5875d1d-7069-4499-b6b3-01817219e3d9,ad_6346,travel_deals,popup,desktop,opera,macOS,Sri Lanka,1262,1031,135,http://www.henson.com/,https://price.com/,3.26,False,0.0
251,1749471897.0,b4d0fb91-0151-4a57-911c-0e85ff6dedb9,e04b6343-682d-4a62-9511-6a0c48c1fcb7,ad_6317,holiday_deals,banner,tablet,firefox,macOS,Iraq,982,943,180,https://joyce-chan.com/,http://www.ellis-moore.org/,3.79,False,0.0
252,1750233168.0,6af3ef9b-a382-4ae2-b046-56a2e6bf5060,329d7188-db33-49c0-944e-80533065587c,ad_6766,mobile_app_install,video,mobile,chrome,Linux,Chile,364,553,58,https://www.barber.com/,https://www.rodgers.org/,4.2,False,0.0
253,1750990182.0,5afae817-3ea2-4f84-a64b-c041e6e97719,fa534da6-e031-4171-a8c0-760b0fb47db1,ad_3772,holiday_deals,native,mobile,edge,iOS,El Salvador,1089,862,190,https://www.reynolds.com/,https://larson.com/,0.52,False,0.0
254,1749746532.0,2a19290e-f50d-4e26-aacc-3dcbad3941d7,04c586ac-c13e-47c5-a052-96cccff09154,ad_2254,mobile_app_install,native,mobile,opera,macOS,Korea,1237,82,189,http://www.garza-walters.info/,http://www.harrison.biz/,3.22,False,0.0
255,1749245955.0,0f3d96ae-8784-49db-a702-21bbbdf84b04,f07e0597-9391-4a29-96f2-765e1e8c06d5,ad_1933,mobile_app_install,banner,mobile,safari,Linux,Brazil,197,854,290,http://johnson.com/,,0.89,True,350.4
256,1751587923.0,a6e4213d-5155-438e-adf8-b91dd8bd8fa4,85d61720-809f-405e-aac5-432da9387158,ad_3350,back_to_school,popup,desktop,opera,iOS,Rwanda,1751,189,183,http://www.brown-robles.info/,http://www.harris.com/,0.6,False,0.0
257,1750785633.0,effa4755-27eb-4b32-b190-e57300b44bff,7ff929bd-9d9b-4493-a2ce-3a1d14ccef48,ad_7896,fashion_week_special,popup,mobile,safari,iOS,Israel,1851,449,240,https://chavez.org/,http://www.garcia.org/,0.91,False,0.0
258,1751249981.0,8c3f6aea-3681-4564-b2f0-f42c4d1e01a5,04396342-94bd-43a2-aae5-a38de34fa122,ad_9318,fitness_challenge,popup,mobile,edge,Linux,Svalbard & Jan Mayen Islands,508,772,113,http://mullins.info/,https://lee.net/,3.12,False,0.0
259,1751062319.0,28b373b2-fd41-4a24-9848-79914f030e44,1ac80add-a544-449e-b38d-e9ffb3e5f2db,ad_1203,back_to_school,popup,tablet,edge,Windows,Sao Tome and Principe,1511,481,74,http://mendez-arnold.com/,https://mooney.com/,0.25,False,0.0
260,1750463942.0,984ae103-c63a-418f-be74-0a61bdc06106,f92a90ec-fb99-4b62-b14a-abe267bb033d,ad_4005,tech_gadgets_promo,popup,tablet,opera,macOS,Singapore,408,443,168,https://flores-gamble.com/,http://vega.com/,3.14,False,0.0
261,1749671538.0,2dc4dbad-2a33-426f-9eaf-bc2e3f25e533,6c42318f-ca87-4252-a404-c22d7a00f771,ad_5902,mobile_app_install,interstitial,tablet,chrome,Android,Uganda,1196,466,175,https://www.walker-smith.biz/,https://hopkins.info/,0.42,False,0.0
262,1749979951.0,6b1fdc45-08f1-49e6-9170-dd6d59c022a9,1a3b6991-12c2-4855-b5d5-9c0610832c25,ad_5253,travel_deals,banner,desktop,safari,iOS,Finland,1093,94,199,https://espinoza.com/,,4.32,False,0.0
263,1750426563.0,0a33e9e0-46cb-453c-b208-95aeb698dc2c,e9640c7e-7d78-41db-94ae-cfaa2acd1916,ad_4648,fashion_week_special,banner,desktop,opera,Android,North Macedonia,1549,1002,296,https://www.clements.com/,https://www.clay.com/,4.76,False,0.0
264,1749810476.0,d3d07b7f-75d5-4ae2-85e8-dce4ae3fc8e5,20fc0023-e29f-436d-8057-d345b42f3564,ad_8999,back_to_school,banner,mobile,opera,Linux,Macao,982,363,31,https://www.rivera.com/,http://www.walker.net/,2.88,False,0.0
265,1749822240.0,b1f5c4bd-4ebf-4367-85d0-02764aeaf8ad,5f97d026-71e8-49f3-b95f-c11ba53c2fc1,ad_2411,holiday_deals,video,mobile,chrome,iOS,Tuvalu,1499,61,219,http://www.jones.com/,http://www.harris.com/,3.06,False,0.0
266,1751213716.0,a59a1c01-ff2a-4331-89fc-52c81e28e33b,ff1f34b4-f45d-43b6-9d00-96a1eade9406,ad_6984,tech_gadgets_promo,interstitial,desktop,edge,Android,Romania,755,894,16,http://harris.com/,http://richard.biz/,3.17,True,171.81
267,1751223369.0,a328059f-c070-4b96-9fc9-86a522ba3be3,5096d99d-19d9-4931-a2e0-bf4e9e240d55,ad_6722,back_to_school,popup,desktop,chrome,Linux,Djibouti,899,800,212,https://www.ramsey-costa.com/,https://www.brooks.com/,2.31,False,0.0
268,1750815963.0,8f4a6bd5-e54c-4425-b6b6-fb6ea3c9ee0d,a753f55c-4009-4b60-8e8a-06c26a61f550,ad_3831,back_to_school,interstitial,tablet,edge,Android,Zimbabwe,898,187,85,http://cox.biz/,https://garcia.com/,3.52,False,0.0
269,1750776312.0,813d1566-8caa-42f9-bb67-aeb4dc237f29,01b97848-d9ee-4931-af53-9431b98717df,ad_2157,streaming_service,interstitial,tablet,edge,macOS,Guinea,1680,209,219,http://holmes.org/,http://moore.com/,2.09,False,0.0
270,1751564782.0,6514b441-a74e-44b7-bb52-d4c1c1ee5a7b,ee840e5e-09ef-4379-bd20-8988fb00435c,ad_2758,streaming_service,native,mobile,firefox,Linux,Montenegro,801,954,61,https://gomez-owens.com/,https://stephens.com/,0.29,False,0.0
271,1750402885.0,8cd2afaa-1449-4593-8c88-054841277995,996bdb4f-4562-4632-9621-838aa1b5e7f8,ad_8460,tech_gadgets_promo,popup,mobile,edge,iOS,Mongolia,1804,186,110,http://miller.com/,http://www.harris.biz/,4.68,False,0.0
272,1750430620.0,da302551-a514-479c-aa1d-03701a6b5b6a,46cba53d-f674-4a9b-842c-da7c24134cec,ad_3369,fashion_week_special,video,desktop,opera,iOS,Greenland,1333,1026,98,https://www.rodriguez.com/,http://www.bautista-green.com/,1.63,False,0.0
273,1749119072.0,3f6957c7-98a4-4c97-9b44-0159d19edf2f,86c1def1-4323-4159-badd-6157678f1bf4,ad_4193,fitness_challenge,interstitial,mobile,opera,Android,Iraq,1676,358,135,https://www.miller.info/,,1.63,False,0.0
274,1750008575.0,1d762d5d-0530-4506-9142-f932f4099d3b,823cc0d4-f6c5-42bb-beca-dc366440290e,ad_2842,mobile_app_install,popup,desktop,safari,iOS,Honduras,1321,665,130,https://www.brown.com/,,0.52,False,0.0
275,1749940619.0,c710368d-5ab4-4169-bd91-9db613b3ecd2,9753405e-3595-4732-ba88-d5cfe70e9782,ad_2505,fitness_challenge,native,tablet,firefox,Android,Gambia,1581,515,136,https://lopez.net/,https://www.nelson.com/,0.55,False,0.0
276,1750672450.0,1e47232e-4f1d-4aa9-9a77-a5c9ab5d27fa,8208da1c-ec55-4db9-91e6-75cacfa34daf,ad_7508,back_to_school,banner,tablet,opera,Linux,Burundi,200,667,118,https://www.white-huffman.org/,https://miller.com/,2.39,False,0.0
277,1750396031.0,262f80da-66ee-4503-9501-30575dfba5c2,d52a3fb4-986f-43c7-af5b-c3c3cb3f206f,ad_7553,holiday_deals,banner,tablet,firefox,iOS,Cyprus,552,514,202,http://knapp.com/,http://www.nelson.com/,3.88,False,0.0
278,1750202788.0,d520b268-8b0f-4986-a2e6-085090d69a34,bec07ab1-7c14-4b27-8861-36034df7a893,ad_5026,tech_gadgets_promo,native,tablet,safari,macOS,Somalia,1219,554,242,http://king.net/,https://www.gomez.com/,2.3,False,0.0
279,1749075276.0,ff23df8d-310e-44b7-a13f-f2b55c978256,d92d68d3-8d7e-48da-b400-16ab522edd31,ad_2895,food_delivery,video,mobile,opera,Linux,Aruba,933,566,292,http://www.ferguson.org/,,4.41,False,0.0
280,1749102542.0,78a04e08-52c8-4265-b7ed-bd4f1d7c873a,93aae9c4-7088-47c6-a243-a865361db722,ad_7735,streaming_service,native,tablet,firefox,Linux,Jamaica,1341,989,213,https://www.brown-miller.com/,https://www.baker.org/,0.59,False,0.0
281,1751574380.0,bb321b78-c6bc-4d08-91a9-2c730c63b2e6,51b96375-25c8-46f3-bb9f-0174444baf8b,ad_2032,travel_deals,video,tablet,opera,iOS,Taiwan,0,179,64,https://www.phillips-mccormick.com/,,1.19,False,0.0
282,1750535069.0,107f16c9-d08d-4721-ba06-b328977a18f2,21d81ecf-1c5e-432c-a650-625dfc3542a3,ad_2509,food_delivery,interstitial,tablet,edge,Linux,Saint Vincent and the Grenadines,401,960,131,http://green.com/,https://www.allen.info/,0.4,False,0.0
283,1751463539.0,cb72290f-656c-4eb8-824a-6d71c903506e,8759c100-760d-4be7-9666-71b21e6e3265,ad_6514,summer_sale_2025,video,desktop,chrome,iOS,French Guiana,807,91,50,http://norris-aguirre.net/,,1.24,False,0.0
284,1749971342.0,afa273aa-2d9a-46dd-be90-ffb54022dec0,1c5e7a3f-7283-4b05-a0d7-d76fc2434cd1,ad_8597,holiday_deals,popup,tablet,opera,iOS,Northern Mariana Islands,778,538,217,http://boyle.com/,,4.69,False,0.0
285,1749650653.0,59e1a2bb-5e59-4033-a4cc-b235e2249a25,42c9ece0-4460-4b9d-ba15-071e15ffe65d,ad_2835,food_delivery,popup,mobile,edge,Linux,Nepal,321,184,291,https://carter-todd.com/,,1.63,True,370.89
286,1751460452.0,82a6862d-186e-4056-a3b6-3ec2464f9d53,47d73ea5-a8f5-41e3-9b73-ba29010257e1,ad_9952,holiday_deals,interstitial,mobile,safari,macOS,Hong Kong,1609,362,154,https://www.thompson-watson.com/,https://www.solis-johnson.com/,4.91,False,0.0
287,1749920811.0,478f27ed-f4e9-457b-b4d8-4033df0d4f08,d55e79f4-9337-4b99-80f1-fb6f674422f2,ad_1599,back_to_school,video,desktop,chrome,Android,Egypt,839,70,65,https://williams.com/,http://www.brady-rosales.org/,1.99,True,452.37
288,1749564592.0,3758fc42-d477-4284-84bc-6de2570c6631,8b2a4c39-aac8-4eeb-9c88-a6bb1a082a7e,ad_6244,mobile_app_install,banner,tablet,safari,Windows,Peru,1718,800,51,http://www.russo.biz/,https://www.owens.net/,2.24,False,0.0
289,1749577390.0,7b5d0939-cf89-42be-a455-235bd52f4007,0f0aed78-d2a5-4ae4-b409-ab4bdb7e1788,ad_5986,holiday_deals,native,desktop,safari,iOS,French Polynesia,1638,468,181,https://www.vasquez-anderson.com/,http://www.frye.org/,3.59,False,0.0
290,1750582244.0,47ea8fb9-123b-4f65-ad78-1412af1a4734,2f2b9745-0ae3-4268-9592-85a548a90371,ad_4579,summer_sale_2025,native,tablet,opera,macOS,Cayman Islands,1489,17,256,http://www.kelly.com/,http://morrison.info/,2.74,False,0.0
291,1750419290.0,70273d13-ab07-4e6a-bed4-dbc1cce0e321,5aaf56e8-9122-4c6c-8c00-d732efa6e740,ad_4398,fashion_week_special,video,tablet,chrome,iOS,North Macedonia,947,670,187,http://www.young.com/,http://www.decker-kane.com/,4.42,False,0.0
292,1749579577.0,e390dc2d-3f73-4e4d-b955-e52ecec32944,163ec59a-0225-410c-b6f3-b429713ae892,ad_2385,fashion_week_special,video,mobile,chrome,Windows,Venezuela,759,532,94,http://morales-reilly.biz/,,0.39,False,0.0
293,1750599450.0,e6b69991-5539-4773-80c0-d1267d6e9033,f3ea1f43-ac0b-4b09-9f1a-79106e3c4296,ad_3555,mobile_app_install,video,mobile,chrome,Windows,Paraguay,1505,604,298,https://valenzuela.com/,,2.27,False,0.0
294,1750905828.0,602f214f-8a8b-4e9b-84b8-c803e06a6301,0b747f56-2e3a-4faa-ba87-d6af42f4d4f2,ad_5391,food_delivery,interstitial,desktop,chrome,Linux,Cape Verde,200,351,260,https://www.martinez-morgan.org/,,0.66,True,126.99
295,1749124010.0,da3c30ba-90fa-4146-b676-a7adba95eee7,b7b4d253-e621-4d8d-8b13-eac44dc18bec,ad_8136,travel_deals,video,desktop,firefox,Linux,Libyan Arab Jamahiriya,1885,438,252,https://moody.com/,,1.92,False,0.0
296,1751002527.0,744e8831-e779-41be-acb8-2b0072b307da,87fa0436-77c9-40f5-8387-907093909b34,ad_1334,streaming_service,banner,desktop,safari,Linux,Moldova,1301,437,109,http://www.lewis.com/,,0.95,False,0.0
297,1750821070.0,3b05cfb5-ad6f-4ca5-b8b4-a3ad4b1cd28e,b3a5b36d-74e4-4d49-9d7b-0fe655ce56ed,ad_1087,fashion_week_special,popup,mobile,chrome,Android,Oman,672,421,153,https://www.serrano.org/,https://www.sanders.net/,2.73,True,134.01
298,1750142748.0,80564122-6b77-4ca0-8889-66229af39950,65fd84ca-e222-47a5-9691-6fd5986c1295,ad_6023,summer_sale_2025,interstitial,desktop,opera,Android,Cambodia,304,106,264,http://www.shaffer.com/,http://mora.net/,0.81,False,0.0
299,1751476983.0,94143765-9bb3-4329-90b0-fb9efaf1c572,7e14de40-9335-448b-bfc3-0120d18b7ddb,ad_6134,mobile_app_install,popup,desktop,edge,iOS,Mauritius,1702,187,197,http://clark-watts.com/,,3.73,False,0.0
300,1749835509.0,90dc9535-0e63-4b89-9d61-c85d3994eb00,851987de-d3bf-4d08-b478-15a7d57ce9de,ad_7927,summer_sale_2025,native,tablet,edge,Android,Botswana,1167,678,184,https://hardy-pearson.com/,https://www.vasquez-baker.com/,4.94,False,0.0
301,1750177705.0,39fc6ebc-e594-412d-9f9d-26310590a2c6,be67d707-bd9e-444c-a497-7d9bf6c82610,ad_3792,mobile_app_install,popup,tablet,safari,iOS,Colombia,23,249,225,http://hill-hogan.com/,http://peterson.com/,2.55,False,0.0
302,1749981731.0,1e6b1f9d-f395-4987-b25d-e8f9ece1c06a,39baaed2-f530-468d-9778-ea4e3c0fdf02,ad_5337,holiday_deals,video,tablet,edge,Android,Nigeria,30,462,246,http://brown.biz/,http://www.ramos.org/,2.85,False,0.0
303,1749163513.0,159c7914-4966-443b-b7ed-4dbd81dfd0fb,262d65a5-9b73-4a65-b2fc-57a22fc7eeea,ad_5423,fitness_challenge,popup,mobile,safari,macOS,Swaziland,772,201,101,http://krueger-fletcher.biz/,https://ellis-hernandez.com/,4.42,False,0.0
304,1750317319.0,49620267-d435-4e37-8d78-3cf525da802f,092f4d51-2cd9-466e-b7b4-235216c4068f,ad_7589,back_to_school,native,tablet,opera,Windows,Korea,722,52,18,https://www.martinez.net/,,1.47,True,106.17
305,1751242183.0,44c9cb6e-b373-40d3-9a27-4eebdb461bd4,ddd9b78c-9a86-4b59-a6b4-2cb64f95e004,ad_6322,travel_deals,interstitial,desktop,firefox,Linux,Slovenia,520,233,107,https://stevens.com/,http://rivera-green.com/,1.65,False,0.0
306,1749241490.0,051a8105-6bbc-42af-aa6d-d36857ddf8c3,cd3df4bd-29a0-4cc2-a541-8f2e6658f600,ad_5193,travel_deals,native,tablet,edge,Android,Argentina,1179,82,193,https://chapman.net/,http://www.nguyen-castillo.com/,1.07,False,0.0
307,1750909466.0,1bc33134-30b6-44ba-92e3-9addca8a0d48,80bf9488-79f5-4056-8052-f7185658bcc6,ad_5473,mobile_app_install,banner,desktop,edge,Windows,Armenia,1336,492,93,https://www.mccullough.com/,https://www.callahan-perez.com/,3.88,False,0.0
308,1749547980.0,3825e2aa-3114-4bb4-b08d-945a40590e39,71a0815b-2a45-4f20-8b4e-ff96ee2342ee,ad_8408,fitness_challenge,banner,mobile,chrome,iOS,Germany,935,737,64,https://morales-lambert.org/,http://morgan.com/,0.75,False,0.0
309,1751582437.0,f2d3cce8-f993-48fe-a65e-8beacc2ad349,746d12d1-4910-41a7-a36f-1214a10cbc6e,ad_3871,food_delivery,video,mobile,firefox,macOS,Panama,1472,503,117,https://www.fowler-henderson.com/,,1.36,False,0.0
310,1749452501.0,b67b95c4-d877-4512-8fd8-2f014ad2873d,b3a6128f-dda0-47b5-855e-4b016357ff42,ad_7008,fashion_week_special,banner,desktop,opera,macOS,Qatar,1597,252,27,https://www.watts-mullen.com/,http://www.johnston.com/,2.75,False,0.0
311,1749643418.0,64164036-2456-452d-9e8b-58abdf551e4f,9afeaa06-148a-418d-bbcc-7b50da6a2f6b,ad_5574,fashion_week_special,video,desktop,firefox,iOS,Belgium,440,761,288,https://www.harrison.biz/,,1.84,False,0.0
312,1750055157.0,41e1224c-3a9a-4933-b640-72153915f193,038fb10c-a8f8-444f-bab8-72bba1bb1d5a,ad_3943,fashion_week_special,popup,mobile,opera,Windows,Ireland,1515,727,280,https://www.bailey.com/,https://english-wong.biz/,2.86,False,0.0
313,1749201215.0,947ffe17-734a-4195-8359-ac5895294349,8608b17d-7a0b-4586-a640-721dc4d561dc,ad_7815,back_to_school,video,tablet,firefox,macOS,Turkey,789,477,112,http://henderson.com/,https://www.roman.info/,2.23,False,0.0
314,1749152566.0,2ba7e1e6-46d8-4e58-8547-b039b11035ea,396fc36c-121a-460b-bbb7-eb7cce8e180d,ad_6875,summer_sale_2025,banner,desktop,edge,Windows,Kenya,1059,1003,136,https://www.sanford.org/,https://olson.biz/,4.64,False,0.0
315,1750875442.0,6c26478a-0a07-473b-82ef-ebad91a7903a,ef22da8c-3f96-4ad6-bee4-ad08ceac8dac,ad_9603,travel_deals,interstitial,tablet,firefox,Linux,Uruguay,1749,37,190,https://walsh-hale.com/,http://rowe.org/,4.01,False,0.0
316,1750590523.0,6ea4428c-d870-4c85-92dd-fae5e30a5993,2de0978e-d223-49fb-8115-eabce28338ed,ad_2625,travel_deals,native,desktop,firefox,Windows,Guinea-Bissau,940,800,129,http://www.jacobson-johnson.com/,,1.96,False,0.0
317,1749062984.0,aa2ff3ff-80ff-4d1b-a022-8a03be46017c,70620aa7-bafe-4757-8b5c-5c62a62447f7,ad_4719,streaming_service,popup,desktop,firefox,Linux,Iraq,1012,502,77,http://michael.com/,http://todd.com/,0.7,False,0.0
318,1751194363.0,6f5cda20-6285-4035-85de-7743cbc2d276,32acba89-aaac-49d8-9b4b-270a7f9cdedd,ad_3748,summer_sale_2025,video,desktop,firefox,Android,Sudan,66,1061,238,https://www.luna.com/,http://strickland-thompson.com/,1.77,False,0.0
319,1750310910.0,541f6924-7f7b-4d01-9c86-d1f6d7527734,e0d4ac76-adb8-494c-93ce-574951604a31,ad_7367,fashion_week_special,interstitial,desktop,firefox,Linux,Japan,1040,788,79,http://www.watts-carroll.net/,http://hernandez-white.info/,2.27,False,0.0
320,1749298100.0,1a456933-0a2e-46bd-b995-bcdec1757672,e036e5d1-4407-4686-976d-52f06d58bd09,ad_9970,streaming_service,video,tablet,chrome,iOS,Georgia,435,514,208,https://moody-brown.org/,,4.59,False,0.0
321,1751204967.0,582df27d-1640-4f7d-8ad5-ec63c9330f2a,9ed877d3-8eb6-4780-b1ef-b8e35845f2ca,ad_8488,tech_gadgets_promo,interstitial,mobile,opera,iOS,Sudan,636,62,98,http://www.jones.net/,https://www.garcia.net/,1.49,False,0.0
322,1750789618.0,e7e439aa-8e1a-4ac6-896f-049fdba7d01a,056ec39d-85aa-45fd-8b01-80b033ea3469,ad_5073,fitness_challenge,interstitial,tablet,safari,Linux,Svalbard & Jan Mayen Islands,1416,373,116,https://tyler.com/,https://bonilla.com/,1.43,True,143.42
323,1750166647.0,8c756bce-7cfc-4c52-8802-0bb639efc38d,8861a72d-0297-4651-b781-c59822c37e69,ad_8853,mobile_app_install,native,tablet,firefox,Windows,Poland,463,244,202,https://drake.com/,http://johnson.info/,3.59,False,0.0
324,1750814480.0,e9a35411-c74e-42ad-bd55-13ca524ad0df,f1e1ad29-4f67-4cdb-ad9c-da747416a7ea,ad_3750,food_delivery,popup,desktop,safari,macOS,Brazil,1053,960,299,https://bradford.info/,https://fields.com/,2.67,False,0.0
325,1751190975.0,cded6182-474a-4157-911c-8d42cdc0e509,2c685019-b22b-498b-9de3-3eced6f66904,ad_4131,travel_deals,banner,desktop,firefox,Linux,Belize,1694,1052,151,http://ross.biz/,,0.42,False,0.0
326,1751450244.0,d2091ee8-8d75-45bf-9a1f-03e236846cee,81bd01a1-6063-4fb5-87b0-5f5118c623df,ad_2045,fitness_challenge,video,tablet,safari,Linux,Uzbekistan,1581,418,155,http://www.joyce-mcmahon.com/,https://www.davis.com/,4.62,False,0.0
327,1751556575.0,4b6f9018-72e7-4f61-841c-51ef20b76449,88f37c44-8e1a-4270-890d-f1432ae5f077,ad_7376,streaming_service,popup,tablet,firefox,macOS,Guam,380,328,165,http://martin-townsend.com/,,3.94,True,212.3
328,1749304334.0,e6374a65-484c-4cc0-9fa7-73eb83410d52,201c5f4d-2b19-48e6-ba03-b640a408887f,ad_4992,travel_deals,interstitial,desktop,chrome,Android,Afghanistan,102,858,183,http://www.lopez.com/,,1.16,True,246.37
329,1749367444.0,4b554f13-a625-426e-8708-86fc79bbd850,53ff851e-4319-4980-9c0c-dc272c487cc6,ad_2142,summer_sale_2025,banner,desktop,safari,Android,Madagascar,544,1009,27,https://moore-reyes.info/,,3.51,False,0.0
330,1751329461.0,2de97c8e-767a-42b6-8742-61ffae2b91ae,e88dcaa8-7ab4-45d9-a66d-39a3a7541e22,ad_6721,fitness_challenge,interstitial,tablet,opera,Linux,Guyana,1365,206,82,https://washington.com/,https://www.harvey.com/,1.04,False,0.0
331,1750668828.0,a9bca0f1-61ff-48fd-8be1-cb189e179fc7,936c592b-97b9-4484-bf61-2a2354412ae7,ad_3376,fashion_week_special,video,mobile,firefox,Android,Montenegro,643,970,43,http://taylor.biz/,,0.31,False,0.0
332,1749417204.0,590024c4-6c6f-40cb-89e5-60b21dbc32e2,924d4d4e-a1c3-4c9c-b38d-050b7143d6d1,ad_9099,summer_sale_2025,popup,desktop,firefox,Linux,Djibouti,759,221,87,https://knapp.com/,,1.45,False,0.0
333,1749283817.0,c7310b71-79cb-4774-aea8-fda6b09e6e37,96cac8b3-53d5-4ee6-9482-faf75f4ba70e,ad_9604,fitness_challenge,interstitial,mobile,safari,iOS,Bosnia and Herzegovina,1641,438,21,http://golden-johnson.biz/,,4.88,False,0.0
334,1750123554.0,337d3ad2-5c7b-4089-89c1-e36ab6dbdcab,e9a70936-3485-4975-810f-7842a21625e4,ad_9223,food_delivery,video,desktop,firefox,Linux,Equatorial Guinea,601,930,156,https://www.garcia.com/,,4.33,False,0.0
335,1750028202.0,044ff720-b756-4ec4-9827-32c909f53f11,9a4b4091-22e3-4755-acae-a0d4f9359739,ad_5978,holiday_deals,native,mobile,firefox,macOS,Slovenia,1182,444,222,http://sutton.biz/,https://jackson.net/,1.76,False,0.0
336,1750831311.0,793b1b25-58ef-4cc7-afef-bdf52831bcc4,5bac57e5-1ef2-4ae3-8b8d-45bb386d179b,ad_3997,mobile_app_install,native,desktop,firefox,Windows,Somalia,703,566,177,https://lang.com/,,2.19,False,0.0
337,1751090578.0,466fb071-af47-41b8-b302-2427de172aca,d0ca1183-7145-4f86-ab3d-2ec776801b2a,ad_4194,summer_sale_2025,interstitial,desktop,edge,Linux,Maldives,1309,965,233,http://www.estrada-lynn.info/,,3.34,False,0.0
338,1751253937.0,1167fe42-370b-4047-bfb2-a0bbdf20a458,e2e48173-7383-40ab-9e8a-367604f7d9fa,ad_6809,mobile_app_install,native,tablet,chrome,macOS,Nicaragua,1559,478,39,https://sanchez-lawrence.org/,http://www.smith.net/,3.83,False,0.0
339,1749646673.0,8716f306-c536-47dd-88ed-959f8148c5a9,aaa62a82-d7ff-4084-a195-0fe92e3b12ea,ad_1581,fitness_challenge,popup,desktop,chrome,Windows,Antarctica (the territory South of 60 deg S),1891,718,19,https://pollard-griffin.info/,,4.77,False,0.0
